nahuatl,spanish
"Quiza Cristobal Colon ipan matlactli omei tecpatl xihuitl in ihuicpa motocayotia ""Cuacuahuitl Iacalquixohuayan"" in ompa ca Caxtillalpan, auh in oyuhpanoc ei iacaltica ome metztli, zatlatzonco oacico Tlalhuacpan in itoca Guananhí, nican in Yancuic Tlalpan. Yei iacal motocayotia ""Cihuaconetl"", ""Tlapalacalli"" ihuan ""Xanta Malia"".","Sale Cristóbal Colón el año 13 pedernal del Puerto de Palos en España, y después de una travesía de dos meses, llega finalmente a bordo de sus 3 carabelas a la Isla de Guananhí, aquí en América. Los nombres de las carabelas eran: ""La Niña"", ""La Pinta"" y ""La Santa María""."
¿AQUIN TEHUAN TIN?,¿Quiénes somos nosotros?
Yn tlapacho Audiencia macuilxihuitl.,Gobernó esta Audiencia durante cinco años.
"No ijqui xquimijli on lamajtzitzintin ma yolchipaquej, ma ca ma tetejtenehuacan niman ma ca sa tlahuantinemisquej.Yejhuamej ma quitemachtican on tlen cuajli.","Asimismo, que las mujeres mayores sean reverentes en conducta, no calumniadoras ni esclavas del mucho vino, maestras de lo bueno"
"Quemaj onechmacaquej se milohuatl yejhuan nesiya quen on yejhuan ica tlatemachihualo, niman onechijlijquej: ―Xmotelquetza niman xtejtemachihua on ihueyi tiopan Dios niman on itlaixpan.Niman no xquimpohua quesquimej on yejhuan ompa quimahuistiliaj Dios.","Entonces me fue dada una caña, semejante a una vara de medir, y se me dijo: ""Levántate y mide el templo de Dios y el altar, y a los que en él adoran"
"Pilato omojcatlachix ica yomic Jesús.Yejhua ica oquititlan se tlacatl para ma cuajhuica on capitán.Ijcuac on capitán ohuajlaj, Pilato oquitlajtoltij tla melahuac yomic Jesús.","Pilato se sorprendió de que ya hubiese muerto.Y llamando al centurión, le preguntó si ya había muerto"
Ixiujyo kualtia para pajti : makuil ixiujyo maj se kimolonti uan maj se tayi para ijuak se lokojkui.,"Sus hojas sirven para medicina: se toman cinco hojas, se hierven y se toman cuando uno enloquece (se lokojkui)."
Hueliz,"quizá, acaso"
"Quemaj nimantzin ohuetztiaj icxitlan Pedro niman omic.Ijcuac ocalaquitoj on telpocamej, oquitatoj yomic.Yejhuamej oquixtijquej niman oquitocatoj inacastlan ihuehuentzin.","De inmediato, ella cayó a los pies de él y expiró.Cuando los jóvenes entraron, la hallaron muerta; la sacaron y la sepultaron junto a su marido"
"Auh yhuan ye onpohualxihuitl ypan caxtollomey xihuitl yn ipan VII Acatl xihuitl, 1551 años, yn ohualla yn oacico Mexico yn huehue don Luis de Velasco visurrey.","Han pasado 58 años desde que, en el año 7 Ácatl, 1551, llegó a México el virrey don Luis de Velasco el Viejo."
"Yejhua ica oquinnahuatijquej ma huajquisacan ne campa onosentlalijquej on tetlacanojnotzquej, niman quemaj on tequihuajquej onotlajtlajtoltijquej.",Entonces les mandaron que saliesen fuera del Sanedrín y deliberaban entre sí
"Axcan sábado yn ic 15 mani metztli noviembre de 1614 años, yhcuac yancuican ipan navioviso || 263 omotlatitlani yn España y nothatzin padre fray Augustín del Espíritu Sancto patrón quimopachilhuia y huel yxcoyantzinco yaxcatzin ynic quimopielia yn iteopancaltzin notlaçomahuizthatzin yn hueytzintli San Antonio abad yn nican ciudad Mexico; ynehuantzin motlatitlania yn señor doctor Antonio Roque ynic ompa tetech conmocahuilia España çan oc tlatlaniliztli conmochihuilia campa e in moetzticate teopixque San Antonio, ma cuix hualmomachiztilican ahço uel hualmohuicazque yehuantin in comendadores.","El sábado 15 de noviembre de 1614, por primera vez, en el navío de aviso, envió mensajeros a España mi padre fray Agustín del Espíritu Santo, patrón que administra y sostiene a sus expensas la iglesia y casa de mi querido y venerado padre el gran San Antonio abad en esta ciudad de México; también envió los mensajeros el señor doctor Antonio Roque, encomendándoles que en España investigaran dónde se encuentran los religiosos de San Antonio y trataran de saber si podrán venir acá los comendadores."
Yey Calli xiuitl yc motlatocatlalli Axayacatzi.,En el año 3 Calli 1469 se enseñoreó Axayacatzin.
"Ijcon, tej, on xcuajli yolqui cuijhuicaltiaya Dios, niman itocayo Dios, niman on ichanyou Dios niman no on yejhuan nemij ne ilhuicac.","Y abrió su boca en blasfemias contra Dios, para blasfemar contra su nombre y contra su tabernáculo, es decir, contra los que tienen morada en el cielo"
"Niman ic atentli quitocatiaque,","Luego siguieron por la orilla del agua,"
"Mochiua saj in nexkokokisuat, pero maj se nejmachpiya para kualtsin moskaltia.",Se da sola la papatla pero hay que cuidarla para que crezca bien.
In monamaka Kuesalan uan Sakapoastan.,Se vende en Cuetzalan y en Zacapoaxtla.
Xquintlajpalocan nochimej tocnihuan ican hueyi tetlajsojtlalistli.,Saludad a todos los hermanos con un beso santo
"Zan toncuetlahuico, antocnihuan, ma oc on polihui icnopillotl ma oc amellelquiza ye nican.","Sólo nos venimos a marchitar, ¡oh amigos!, que ahora desaparezca el desamparo, que haya alegría."
¿Tlen tiquihtohua?,¿Qué dices?
"No kinintasojkamatiliaj: In Coordinación del Servicio Gráfico tein poui iuan Universidad Iberoamericana, uan itayekankauj María del Mar Sanz tein kichijchiujkej in amaix.","Le agradecemos a la Coordinación del Servicio Gráfico de la Universidad Iberoamericana y a su directora María del Mar Sanz, por la elaboración gráfica del libro."
KUOUJTAJCHALAUIJ,CHALAHUITE SILVESTRE
"Auh in quinhuicaque yn cuicatiaque clérigos yhuan in hermanos ypilhuantzitzin Bato Juan de Dios, tehuicaque yhuan cequintzitzin tottatzitzinhuan Sancto Domingo yhuan San Francisco yhuan Sant Augustín yhuan la Compañía de Jesús teopixque in motetoquillito.","Los iban acompañando con cantos los clérigos y los hermanos hijos del Beato Juan de Dios, y también acudieron al entierro algunos padres religiosos de Santo Domingo, de San Francisco, de San Agustín y de la Compañía de Jesús."
Niman ye compeualtia in ipan tlatoua in ic mochiuaz in icalitic Amo zan quexquichtin in mochiua tamalli. Motamachiua in ic ueuey.,En seguida comienza a disponer lo que ha de hacerse en su casa. No eran pocos los tamales que hacían. El media qué tan grandes.
"Judas, on yejhuan xejhua Iscariote, oquijlij: ―NoTeco, ¿tlica timoteititis san totech tejhuamej, niman xintech on tlalticpactlacamej?","Le dijo Judas, no el Iscariote: --Señor, ¿cómo es que te has de manifestar a nosotros y no al mundo"
"Aman, tej, nican tlajtlajtojticaj teixpan, niman xacaj itlaj quijlia.¿Manin on tequihuajquej melahuac quineltocaj ica in tlacatl yejhua Cristo yejhuan Dios oquitlalij para tlanahuatiquetl yes?","¡He aquí, habla públicamente, y no le dicen nada!¿Será que los principales realmente han reconocido que él es el Cristo"
Icanican.,por aquí
TLANONOTZALLI,DIALOGO
Auh yehuantin acallantlaca oquihualtecaque teponaztli yhuan quetzaltemanlli ynic maçohuallo netotiloya.,Entonces los acaltecas sacaron un teponaztle y un tambor vertical para danzar y bailar.
in kuoujtsin.,es arbolito (kuoujtsin).
"Niman onechijlij: “Cornelio, Dios yoquiselij mooración, niman yoquitac on tlen tejhua tictetlayocolia para tiquimpalehuiya on yejhuan itlaj quimpolojticaj.","y dijo: ""Cornelio, tu oración ha sido atendida, y tus obras de misericordia han sido recordadas ante la presencia de Dios"
'Dios quintiochihua on yejhuan yolchipajquej pampa yejhuamej quitasquej Dios.,"""Bienaventurados los de limpio corazón, porque ellos verán a Dios"
"Ijcuac on majtlactlimej nomachtijquej oquimatquej tlinon oquitlajtlanquej on omemej icniutin, sanoyej intechcopa ocualanquej.","Cuando los diez oyeron esto, se enojaron contra los dos hermanos"
"Auh yn axcan occepa tictixpantilico in justicia ma quimomachiltican yn ixquichtin quittazque inin amatl motenehuan carta de venta yn quenin tehuantin otictotocayotique Juan de la Turre, Gaspar de San Pablo. Pedro Hernandez albaceas titochihoan Maria Xoco.","Y de presente damos noticia a la justicia dello para que dello tengan noticia a todos los que vieren esta carta de venta que nos avemos nonbrados: Joan de la Torre, Gaspar de San Pablo, Pedro Henandez albaceas que somos de María Xoco."
Monamaka Kuesalan uan Sakapoasta.,Se vende en Cuetzalan y en Zacapoaxtla.
"Pero yejhuan quistinemi ipan tlajtlacojli, yejhua teconeu itech on diablo, pampa on diablo yejhua tlajtlacolej desde ijcuac nochi otzimpeu.Niman on iConetzin Dios ohuajlaj para quixoxotonico on tlen yejhua on diablo quichihua.","El que practica el pecado es del diablo, porque el diablo peca desde el principio.Para esto fue manifestado el Hijo de Dios: para deshacer las obras del diablo"
Niman on tlacatl oquijlij: ―¿Catlejhuamej on tlanahuatiltin?Niman Jesús oquijlij: ―Ma ca titemictis; ma ca tisihuapajpatlas; ma ca titlachtequis; ma ca yacaj tictlajtolquetztehuilis;,"Le dijo: --¿Cuáles?Jesús respondió: --No cometerás homicidio, no cometerás adulterio, no robarás, no dirás falso testimonio"
"Auh yehuatl ypampa yn ynic ompa cohuitiaya atl Chimalhuacampa, quintzacuilizquia yn izqui omoteneuh atl nahuittiazquia, || 59 yn ompa yc cohuitiaya Amaquemecan, aocmo oncan hualcallaquizquia yn Chalco Atenco, ye mochi ompa quitlaçazquia yn ompa omoteneuh Chimalhuacan.","Por esta razón se quería conducir el agua hacia Chimalhuacán, encajonando el agua que escurría en todas direcciones, para que fuera por Amaquemecan y no se precipitara a Chalco Atenco, y así poderla sacar toda al dicho Chimalhuacán."
Oquimonochillique yn nauhcapayxti pipilti Pablo Garcia alcalde don Miguel Zanchez don Francisco de la Cruz Pablo Xuarez oquimottili yn iuh tecpantica yn iuh nemacoc tlalli yn iuh ohuallapouhtiaque huehuetque Cohuatlayauhcan chaneque.,E fueron llamados los principales [pipiltin] de las cuatro parcialidades a Pablo Garcia alcalde y a don Miguel Sanchez y don Francisco de la Cruz y a Pablo Xuarez y vido su merced la orden de cómo se dieron las tierras y quenta que trujeron los biejos de Coatlayuhcan.
Ome axoxtlantli,2	dientes de ajo
Naui Calli amotle mochiuh.,En el año 4 Calli 1457 no sucedió nada.
"Auh yehuatl ycnahui visurrey mochihuaco yn don Martín Enrríquez de Almansa, huel inehuan tlacati yn yn Marqués de Alcañizes; yn otlapacho yca yxquichcauh ynic peuh achtopa metztli noviembre || 110 yn ipan xihuitl de 1568 auh yxquich yc huallantica yehuatl ypan xihuitl de 1580, ynic mohuicac umpa visurrey mochiuhtzinoto yn Pirú; yn tlahtocatico nican matlactlomey xihuitl.","El cuarto virrey fue don Martín Enríquez de Almanza, hermano del Marqués de Alcañices; gobernó desde el primero de noviembre de 1568 hasta el año de 1580, en que partió al Perú como virrey; gobernó aquí durante 13 años."
"Auh no yquac yn ipan in xihuitl oquicahuilli yn don Christóval Colón almirante ynic presidente mochiuh yn oncan motenehua Española yn aytic yn don Diego Colón, yhuan ynic ytenanamiccahuan ytetlayxtlaticahuan mochiuhque yn padre fray Boyl yhuan occequi tlacatl.","Asimismo, en este año el almirante don Cristóbal Colón confirió a don Diego Colón el título de presidente de la isla Española, y nombró por sus asesores y consejeros al padre fray Boyl y a otras personas."
In ait keyéj iujki kitokaytliaj por qué in koyokopa ya in itokay.,"No sé por qué lo nombran así, su nombre es en español."
Ce kilo carpamichin,1	kilo de carpas
"Quemaj on omemej tlaneltocaquej no oquitetlajtlajtohuilijquej tlinon impan onochiu ne ipan ojtli, niman quen ijqui oquimatquej ica Jesús oquinnotz ijcuac oquitlapan on pan.","Entonces ellos contaron las cosas que les habían acontecido en el camino, y cómo se había dado a conocer a ellos al partir el pan"
Itlanahnamic:,Ingredientes:
"Dios ica iteicnelilis onechcalaquij quen nitlayecanquetl tepanchijchiquetl.Onictlalij on cimiento campa notlalis se cajli, niman ocse tlacatl oquetzteu on tepantli ipan on cimiento.Pero cada se ma nota sa no yejhua quen ijqui cuajli quetztehuas on tepantli.","Conforme a la gracia de Dios que me ha sido dada, como perito arquitecto he puesto el fundamento, y otro está edificando encima.Pero cada uno mire cómo edifica encima"
¿Tlen tonalli moztla yez?,¿Que día será mañana?
Ye quiualhuia yn tlaxcalteca: “Can amocha?”.,Respondieron los tlaxcaltecas: “¿De dónde sois?”.
"Pero on tlacobrarojquetl san huejca onocau niman xquinequiya nion achijtzin para ajcotlachas ne ilhuicac, yej san noyelpanhuitequiya ican ajmantli niman quijtohuaya: “¡Oh Dios, noTajtzin, xnechicneli!Nejhua sanoyej nitlajtlacolej.”","Pero el publicano, de pie a cierta distancia, no quería ni alzar los ojos al cielo, sino que se golpeaba el pecho, diciendo: 'Dios, sé propicio a mí, que soy pecador."
Oca yhuin yn huallaque yn Tequanipan tlaca.,Así fue como llegaron acá los tecuanipantlacas.
"Semej yejhuamej on tlayecanquej oquitlajtoltij Jesús: ―Cuajli temachtijquetl, ¿tlinon nonequi nicchihuas para nicselis on yencuic nemilistli yejhuan para nochipa?","Le preguntó cierto hombre principal, diciendo: --Maestro bueno, ¿qué haré para obtener la vida eterna"
"Yejhua ica oyajquej niman oquijlijtoj Juan: ―Temachtijquetl, cuajli xcaqui ica on yejhuan mohuan nemiya ne ica iquisayan tonajli on atentli Jordán yejhuan tejhua ica otiteixpantilij, aman tlacuatequiya niman nochi tlacatl huajlau itech.","Fueron a Juan y le dijeron: --Rabí, el que estaba contigo al otro lado del Jordán, de quien tú has dado testimonio, ¡he aquí él está bautizando, y todos van a él"
Yoan nicteneua ipan hotli San Martin Tliluacan mani noueuetlal hotenco yoan mani calli ontetl motepotzmamatimani y ionteixti tonatiuh ycalaquiampa ytztimani calituallo tienda muchioa ytech pouiz yn noxhuiuh Joana Maximiliana.,Yten declaro que tengo en la calzada de Sant Martin do dicen Tlilhuacan junto al propio camino otro pedazo de tierra de mis antepasados en que está edificado una casa con dos aposentos que anbos tienen su entrada hacia donde sale el sol con un patio que sirve de tienda la qual mando que aya y herede la dicha mi nieta Juana Maximiliana.
"Niman no ma ticonijtocan ica se de on yejhuan notenehua tlaneltoca quijlis: “Cuajli xnemi.Xmotlaquenti para ma ca tisecuis, niman xtlacua”, pero xquimaca on tlen quipolojticaj para itlalnacayo.¿Tlinon ica quipalehuis on tlinon quijlia?","y alguno de vosotros les dice: ""Id en paz, calentaos y saciaos"", pero no les da lo necesario para el cuerpo, ¿de qué sirve"
In sesek.,Es frío.
"No ika kichiuaj tamal uan miak taman atol: istakatol, xokokatol, chikolaatol, pinol uan totopoch.","También se hacen tamales y muchas clases de atole: atole blanco, atole agrio, atole con chocolate, pinole y totopos."
"Nejhua oninomojtij pampa tejhua tiyoltechicactic, niman ticmoyaxcatia on tlen xmoyaxca niman tictlani on itlanca on tlen tictemaca.”","Porque tuve miedo de ti, que eres hombre severo, que tomas lo que no pusiste y cosechas lo que no sembraste."
"On yejhuan tetlajsojtla quimijyohuia ocsequimej niman yolyemanqui.On yejhuan tetlajsojtla xnexicolej, niman xnohueyitenehua nion nohueyimati.","El amor tiene paciencia y es bondadoso.El amor no es celoso.El amor no es ostentoso, ni se hace arrogante"
"Niaz ninonoualcatl, ninotzatzilia: ‘Ma yc uallaquia nexeuaque ouayyo auayya y’”.","Yo, el nonohualca, me iré pregonando: ‘Que vengan los osados’”."
Ca yzcatqui yn carta de venta yn nicnextia amixpantzinco pres[...]nicchioa ynic huel anquimotilizque ca nocalcohoal yn calli auh nictlatlautilia yn amotlatocayotzin ca monequi yn ica nonomatca umpa anmohuicazque ynic anechmomaquilitihui posesion de an[...] ynic huel annechmaxcatilizque justiciatica.,"He aquí la carta de venta que presento ante Uds... lo hago para que se enteren que la casa es precisamente mi casa comprada y ruego a sus señorías, y es necesario, que personalmente se trasladen para darme posesión, para que por la justicia me la den en propiedad."
Yei axoxtlantli,3	dientes de ajo
"Quihualnotztia; moch itencopa mochiuh yn omoteneuh ynteouh catca yn quitocayotiaya Tetzauhteotl Yaotequihua, quinahuati yehuatl yn teomama yn itoca Huitziltzin ynic quinnahuatiz quinnotzaz quinquixtiz ynic quinhualhuicaz ynic tlaltemoquihui ynic tlalmacehuaquihui yn ipan in occentetl tlalli; yhuan ynic quinahuati ye omoteneuh tlacpac chiconcalpoltin yn quihualquixti.","Les venía hablando su dios; todo se hacía por mandato de su dios Tetzauhtéotl Yaotequihua, quien daba órdenes al teomama Huitziltzin, para que éste a su vez transmitiera esas órdenes a los mexitin, les hablara, los sacara y los trajera a buscar y merecer nuevas tierras en otra parte; así es como el dios comunicaba sus órdenes a los dichos siete calpules que había sacado."
